DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;6725;FIRMINO LADEIRA PROFESSOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6725;FIRMINO LADEIRA PROFESSOR;1;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6890;ANTONIO OLEGARIO DOS SANTOS CARDOSO;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;2;9
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6841;BENEDITO DE SOUZA LIMA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;35543;PAULO FERRARI MASSARO PROFESSOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;35543;PAULO FERRARI MASSARO PROFESSOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;41105;SYLVIA MAFRA MACHADO PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;46449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;3;11
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;46449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;2;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;79873;VANIA APARECIDA CASSARA PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6610;SENTARO TAKAOKA DOUTOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6610;SENTARO TAKAOKA DOUTOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;48495;LUCINDA BASTOS PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;79900;BERNARDO MURPHY PADRE;1;1
MIRANTE DO PARANAPANEMA;TARABAI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;32759;FELICIO TARABAY DEPUTADO;2;6
MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32177;ARTHUR RIBEIRO;4;20
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;906347;SUELI OLIVEIRA SILVA MARTINS PROFESSORA;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;906682;HELENA URBANO NAGIB PROFESSORA;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6622;SEBASTIAO DE CASTRO PROFESSOR;2;9
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6622;SEBASTIAO DE CASTRO PROFESSOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;1;1
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924192;ROSA MARIA DE SOUZA PROFESSORA;1;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6907;MARIA ISABEL DOS SANTOS MELLO PROFESSORA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;6907;MARIA ISABEL DOS SANTOS MELLO PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6695;GABRIEL PEREIRA;2;12
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6804;ARLINDO AQUINO DE OLIVEIRA DOUTOR;1;2
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2343;MARIA LOURDES N ALBERGARIA PROFA;3;11
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;3273;SAO JOAO EVANGELISTA;1;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6919;CAMILO FAUSTINO DE MELLO PROFESSOR;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6920;WASHINGTON LUIZ DOUTOR;1;3
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39093;JULIETA TERLIZZI BINDO PROFA;1;3
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;39093;JULIETA TERLIZZI BINDO PROFA;1;3
MIRACATU;ITARIRI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;34836;ITARIRI;3;12
MIRACATU;MIRACATU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;900035;DOMINGOS BAUER LEITE POETA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;41142;THIMOTEO VAN DEN BROECK FREI;2;8
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44982;CLAUDIO ABRAHAO PROFESSOR;1;8
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;924192;ROSA MARIA DE SOUZA PROFESSORA;1;1
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;452312;GISSELDA APARECIDA TUROLA PIOVEZAN;2;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6889;AMERICO SUGAI;4;19
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41105;SYLVIA MAFRA MACHADO PROFESSORA;2;9
MIRACATU;MIRACATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919561;BAIRRO DO ENGANO;2;4
MIRANTE DO PARANAPANEMA;ESTRELA DO NORTE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;32608;MOACYR TEIXEIRA DOUTOR;1;4
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32943;ZULENKA RAPCHAN PROFESSORA;2;11
MIRANTE DO PARANAPANEMA;NARANDIBA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;32700;TAKAKO SUZUKI PROFESSORA;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;1;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;191255;ALCIDES CELESTINO FILHO VEREADOR;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;44982;CLAUDIO ABRAHAO PROFESSOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;48495;LUCINDA BASTOS PROFESSORA;4;9
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;759;FLORINDA CARDOSO PROFESSORA;1;1
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2012;JOAO CLIMACO DA SILVA KRUSE PROFESSOR;2;5
MIRANTE DO PARANAPANEMA;ROSANA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907698;FRANCISCA MESSA GUTIERREZ;3;11
MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;909646;ANTONIA BINATO SILVA VO NINA;2;3
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;20291;BENEDITA NAIR XAVIER VEDOVELLO PROFA;3;13
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20291;BENEDITA NAIR XAVIER VEDOVELLO PROFA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;906335;ANTONIO MARMORA FILHO MAESTRO;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;906335;ANTONIO MARMORA FILHO MAESTRO;2;4
MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;913674;FRANCISCO FERREIRA DE SOUZA PROFESSOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;6920;WASHINGTON LUIZ DOUTOR;3;16
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921063;ALZIRA FERNANDES SCUNGISQUI;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923977;ISAAC GRINBERG HISTORIADOR;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;191255;ALCIDES CELESTINO FILHO VEREADOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;1;1
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;925275;JARDIM BELA VISTA;1;1
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;47348;ALMERINDA RODRIGUES PROFA;2;4
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20148;RUTH RAMOS CAPPI PROFESSORA;1;5
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26189;21 DE ABRIL;5;28
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41130;NARCISO YAGUE GUIMARAES VEREADOR;4;24
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;41130;NARCISO YAGUE GUIMARAES VEREADOR;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;79873;VANIA APARECIDA CASSARA PROFESSORA;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;446312;KOHEIJI ADACHI;4;16
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;908514;DORA PERETTI DE OLIVEIRA PROFESSORA;2;3
MOGI MIRIM;ITAPIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17619;JULIO MESQUITA DR;3;10
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;26116;FERNANDO COSTA;2;6
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;33674;GABRIEL MONTEIRO DA SILVA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;916961;JOSE RIBEIRO GUIMARAES;2;7
MOGI DAS CRUZES;SALESOPOLIS;EDUCACAO ESPECIAL EXCLUSIVA;EDUCAÇÃO ESPECIAL - DM;9;6737;OLGA CHAKUR FARAH PROFESSORA;1;2
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33674;GABRIEL MONTEIRO DA SILVA;1;1
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33736;CARLOTA DE NEGREIROS ROCHA PROFA;3;7
MOGI MIRIM;LINDOIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17437;PEDRO DE TOLEDO;1;2
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20400;ANALIA DE ALMEIDA BUENO PROFA;4;19
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;907662;REIKO UEMURA TSUNOKAWA PROFA;3;8
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;7572;IRACEMA DE BARROS BERTOLASO PROFESSORA;2;9
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;47348;ALMERINDA RODRIGUES PROFA;3;8
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47348;ALMERINDA RODRIGUES PROFA;3;12
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919135;EDUARDO REBOUCAS DE CARVALHO PADRE;6;39
MARILIA;ALVARO DE CARVALHO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33510;RAFAEL PAES DE BARROS DOUTOR;1;2
MAUA;MAUA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;7791;MARCELINA MARIA DA SILVA OLIVEIRA DONA;4;19
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;923400;MARIA EXPEDITA SILVA PROFESSORA;3;14
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;906682;HELENA URBANO NAGIB PROFESSORA;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;916959;BRANCA BAUMANN DO AMARAL PROFESSORA;3;16
MIRACATU;ITARIRI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;34812;CLAY PRESGRAVE DO AMARAL ENGENHEIRO;2;3
MIRACATU;ITARIRI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;34836;ITARIRI;1;1
MIRACATU;MIRACATU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;34861;PEDRO BARROS;1;2
MIRACATU;PEDRO DE TOLEDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;34964;OTAVIANO SOARES ALBUQUERQUE;2;12
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32906;JOSE QUIRINO CAVALCANTE;4;20
MIRANTE DO PARANAPANEMA;ROSANA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;903620;GLEBA XV DE NOVEMBRO;2;7
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6737;OLGA CHAKUR FARAH PROFESSORA;2;6
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;17553;RANGEL PESTANA;2;9
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;17644;JOVINO SILVEIRA DR;2;4
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;450;AUGUSTO RIBEIRO DE CARVALHO PROFESSOR;2;15
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17644;JOVINO SILVEIRA DR;8;49
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;17644;JOVINO SILVEIRA DR;3;14
MARILIA;ECHAPORA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;47703;MAURICIO MILANI;1;1
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;903673;HATSUE TOYOTA;3;8
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6661;LAURINDA CARDOSO MELLO FREIRE PROFESSORA;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6865;DEODATO WERTHEIMER DOUTOR;2;8
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;619;REGENTE FEIJO;3;10
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901684;EDUARDO GOMES BRIGADEIRO COHAB;4;17
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17553;RANGEL PESTANA;4;13
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;17553;RANGEL PESTANA;2;8
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;17644;JOVINO SILVEIRA DR;3;10
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;474;MATHIAS AIRES;2;8
MOGI MIRIM;MOGI MIRIM;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;20308;VENANCIO CORONEL;1;2
MOGI MIRIM;PEDREIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17656;SYLVIO DE AGUIAR MAYA DR;3;11
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6865;DEODATO WERTHEIMER DOUTOR;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;48495;LUCINDA BASTOS PROFESSORA;1;1
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;875;CASTRO ALVES;1;5
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;875;CASTRO ALVES;1;3
NORTE 1;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;176;ZENAIDE VILALVA DE ARAUJO PROFESSORA;1;2
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;243;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;4;20
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925275;JARDIM BELA VISTA;1;3
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;85;JULIO CESAR DE OLIVEIRA PROFESSOR;3;21
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36;JOAO SOLIMEO;6;26
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;61;SUZANA DE CAMPOS DONA;3;11
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;905;CARLOS DE LAET PROF;2;9
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;1119;EURIPEDES DE CASTRO;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;1041;JOHANN GUTENBERG;3;15
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;1089;GABRIELA MISTRAL;2;10
MARILIA;LUPERCIO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33455;IZIDORO DAUN;1;2
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33728;AMILCARE MATTEI PROF;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48495;LUCINDA BASTOS PROFESSORA;4;18
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;79873;VANIA APARECIDA CASSARA PROFESSORA;1;2
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;231;CHIQUINHA RODRIGUES;6;24
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;46218;JOSE BARBOSA DE ALMEIDA PROFESSOR;5;17
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48598;PAULO TRAJANO DA SILVEIRA SANTOS PROFESSOR;2;8
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;863;JOSE MARCELINO DA FONSECA MAJOR;4;18
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;1132;PEDRO ALEXANDRINO;2;10
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;1168;ALFREDO INACIO TRINDADE;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;908514;DORA PERETTI DE OLIVEIRA PROFESSORA;1;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;916924;EURYCLIDES DE JESUS ZERBINI;3;9
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;152;OCTAVIO MONTEIRO DE CASTRO PROFESSOR;1;6
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;176;ZENAIDE VILALVA DE ARAUJO PROFESSORA;10;68
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6750;ELISIARIO PINTO DE MORAIS VEREADOR;2;7
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;925275;JARDIM BELA VISTA;1;1
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;1173;ALBINO CESAR;3;13
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;1181;RAFAEL DE MORAES LIMA PROF;6;30
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;1181;RAFAEL DE MORAES LIMA PROF;3;6
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;37795;JUSTINO CARDOSO DR;1;1
NORTE 1;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;231;CHIQUINHA RODRIGUES;1;1
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;361;PASQUALE PECCICACCO;3;15
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;33856;BALTAZAR DE GODOY MOREIRA PROF;5;28
