DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;1971;MOACYR CAMPOS PROFESSOR;2;5
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908997;MENOTTI DEL PICCHIA POETA;3;10
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;1806;JOY ARRUDA DOUTOR;6;24
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;20151;ELY DE ALMEIDA CAMPOS PROFESSOR;2;8
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20151;ELY DE ALMEIDA CAMPOS PROFESSOR;2;8
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;924912;MARIA DE LOURDES VILELA PROFA;2;4
JACAREI;SANTA ISABEL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6555;MARIA SANTOS BAIRAO PROFA;2;14
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;2045;ALVINO BITTENCOURT PROFESSOR;1;2
LIMEIRA;ARTUR NOGUEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;478209;JOAO BAPTISTA GAZZOLA;4;21
JALES;AURIFLAMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30624;JOAO RODRIGUES FERNANDES;1;5
JALES;DIRCE REIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27170;OSVALDO RAMOS;1;5
LINS;LINS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;26086;MINERVINA SANT ANNA CARNEIRO PROFA;1;3
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26116;FERNANDO COSTA;4;21
JALES;JALES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;49700;SUELI DA SILVEIRA MARIN BATISTA PROFESSORA;1;6
JALES;PARANAPUA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27194;JOSE RIBEIRO PREFEITO;1;3
LIMEIRA;RIO CLARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;21611;JOAQUIM RIBEIRO;2;9
LIMEIRA;RIO CLARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;21611;JOAQUIM RIBEIRO;6;39
JALES;SANTANA DA PONTE PENSA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;28290;DOMINGOS DONATO RIVELLI;1;1
JALES;SAO FRANCISCO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27066;OSCAR ANTONIO DA COSTA;1;4
LIMEIRA;RIO CLARO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921944;JOAO BAPTISTA NEGRAO FILHO PROFESSOR;3;21
LINS;GUAICARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26347;ANTONIO FRANCISCO DOS SANTOS JUNIOR;4;17
JAU;IGARACU DO TIETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;25963;JOSE CONTI;1;1
JAU;JAU;NULL;ESPECTRO DO AUTISMO;39;900023;ALVARO FRAGA MOREIRA;2;6
LINS;GUAIMBE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26396;JOSE BELMIRO DA ROCHA;3;19
LINS;GUARANTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26402;JOSE EGEA PROF;1;7
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2045;ALVINO BITTENCOURT PROFESSOR;3;15
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2288;PAULO CAVALCANTI ALBUQUERQUE PROFESSOR;3;10
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;44271;NAGIB IZAR;2;6
LIMEIRA;CORDEIROPOLIS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;922547;ODECIO LUCKE PROFESSOR;1;2
JAU;MINEIROS DO TIETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25653;ANTONIO FERRAZ;3;14
JOSE BONIFACIO;JOSE BONIFACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27443;PEDRO BRANDAO DOS REIS;1;1
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;581124;JARDIM PAINEIRAS;4;22
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26448;DORIVAL CALAZANS LUZ PROF;3;16
JOSE BONIFACIO;MIRASSOL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47594;TUFI MADI;2;5
JOSE BONIFACIO;NEVES PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27650;GUINES AFFONSO MORALES PROFESSOR;1;4
LINS;CAFELANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26335;VALDOMIRO SILVEIRA;6;24
LINS;GUAICARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;479329;JARDIM DOM BOSCO;1;4
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;759;FLORINDA CARDOSO PROFESSORA;6;23
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;1375;LOUREIRO JUNIOR PROFESSOR;4;32
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;1508;ANTONIO DE QUEIROZ TELLES DOUTOR;1;4
LIMEIRA;ENGENHEIRO COELHO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19938;ANTONIO ALVES CAVALHEIRO;1;3
LESTE 4;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;8;29
LESTE 5;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44271;NAGIB IZAR;5;19
LIMEIRA;IRACEMAPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20000;CESARINO BORBA;1;2
LIMEIRA;IRACEMAPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;191346;JOAQUINA DE CASTRO AZEVEDO;3;16
LIMEIRA;CORDEIROPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922547;ODECIO LUCKE PROFESSOR;2;6
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45810;WILLIAM SILVA PROFESSOR;2;7
LINS;LINS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;26116;FERNANDO COSTA;2;9
MARILIA;ALVINLANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33376;JOSE BONIFACIO DO COUTO;3;10
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;45810;WILLIAM SILVA PROFESSOR;1;1
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;914927;DORIVALDO DAMM PROFESSOR;1;5
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;33492;HILMAR MACHADO DE OLIVEIRA;2;5
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33637;RUTH MAMEDE DE GODOY PROFA;3;11
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901258;LUIGINO BURIGOTTO;4;22
LINS;URU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26190;PASCHOAL FLAMINO;2;10
MARILIA;ECHAPORA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47703;MAURICIO MILANI;2;5
MARILIA;FERNAO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;33522;EDUARDO DE SOUZA PORTO CEL;1;1
MARILIA;GALIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33534;GRACIEMA BAGANHA RIBEIRO;2;8
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;903673;HATSUE TOYOTA;1;4
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;33662;BENTO DE ABREU SAMPAIO VIDAL;6;13
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;33753;BICUDO MONSENHOR;2;8
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;33765;WALDEMAR MONIZ DA ROCHA BARROS DR;1;2
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;33856;BALTAZAR DE GODOY MOREIRA PROF;3;8
JOSE BONIFACIO;POLONI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27534;JOSE ZANOVELLI;3;14
JUNDIAI;CAMPO LIMPO PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901155;DAGOBERTO ROMAG FREI;4;28
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47843;SYLVIA RIBEIRO DE CARVALHO PROFA;3;10
MARILIA;VERA CRUZ;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33558;DIRCE BELLUZZO DE CAMPOS PROFA;2;6
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33716;GERALDO ZANCOPE PROF;3;7
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;33753;BICUDO MONSENHOR;2;5
LINS;PROMISSAO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;26098;JOAO FRANCISCO COELHO CEL;1;3
MARILIA;GARCA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;903673;HATSUE TOYOTA;1;1
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;33728;AMILCARE MATTEI PROF;1;1
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33765;WALDEMAR MONIZ DA ROCHA BARROS DR;1;3
JUNDIAI;ITATIBA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;901192;OSCARLINA DE ARAUJO OLIVEIRA PROFESSORA;1;3
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19690;BENEDITA ARRUDA PROFESSORA;3;14
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7729;MAUA VISCONDE DE;2;12
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7754;JOSE ROMEU DA SILVA;4;24
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43254;JOSE ALFREDO DE ALMEIDA;4;17
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43655;ORACINA CORREA DE MORAES RODINE PROFA;3;12
LIMEIRA;LIMEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;904016;GUSTAVO PECCININI;4;15
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33406;ALCYR DA ROSA LIMA PROF;5;22
MARILIA;GARCA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;33424;NELY CARBONIERI DE ANDRADE PROFA;1;1
MARILIA;LUPERCIO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;33455;IZIDORO DAUN;1;1
LINS;LINS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;903589;DECIA LOURDES MACHADO DOS SANTOS PROFA;2;5
LINS;PROMISSAO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26475;MIGUEL COUTO DR;2;8
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;33492;HILMAR MACHADO DE OLIVEIRA;2;4
MARILIA;JULIO MESQUITA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;26414;JOSE CARLOS MONTEIRO;1;1
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33686;JOSE AUGUSTO BARTHOLO;1;1
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33704;LOURENCO DE ALMEIDA SENNE DR;4;15
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DF;8;33820;ABEL AUGUSTO FRAGATA;1;1
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907662;REIKO UEMURA TSUNOKAWA PROFA;5;21
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;33704;LOURENCO DE ALMEIDA SENNE DR;3;10
MARILIA;MARILIA;NULL;EDUCAÇÃO ESPECIAL - DM;9;36250;MARIA STELLA DE CERQUEIRA CESAR PROFA;1;2
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;923000;EDSON VIANEI ALVES PROF;1;2
MARILIA;ORIENTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33790;VITU GIORGI DONA;1;2
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48297;LUIZ RIVELLI PROFESSOR;1;5
LESTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2975;MARIO REYS COMENDADOR;3;12
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;47855;MARIA CECILIA FERRAZ DE FREITAS PROFA;2;6
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;446920;EMICO MATSUMOTO GEOGRAFA;1;2
MARILIA;OCAUCU;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;33479;ERMELINDA CLARICE SANCHES PROFA;1;1
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7730;ADELAIDE ESCOBAR BUENO PROFESSORA;1;1
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7602;DELFINO RIBEIRO GUIMARAES;2;5
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;904727;FRANCISCA LOPES NEGRI;4;25
MAUA;RIBEIRAO PIRES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;7961;FELICIO LAURITO DOUTOR;3;12
MIRACATU;IGUAPE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;47727;SEBASTIANA MUNIZ PAIVA;1;3
LESTE 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;2987;GABRIEL PELICIOTTI PROFESSOR;2;5
LESTE 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925391;REPUBLICA DA GUATEMALA;2;9
MARILIA;OCAUCU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33479;ERMELINDA CLARICE SANCHES PROFA;2;10
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7572;IRACEMA DE BARROS BERTOLASO PROFESSORA;1;1
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7572;IRACEMA DE BARROS BERTOLASO PROFESSORA;3;16
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7602;DELFINO RIBEIRO GUIMARAES;1;2
LINS;LINS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;26116;FERNANDO COSTA;5;25
LINS;PROMISSAO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26104;ORLANDO DONDA PROF;10;65
MARILIA;GARCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33443;NORMA MONICO TRUZZI PROFA;1;1
MARILIA;LUPERCIO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;33467;ANTONIO DAUN;1;1
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;33728;AMILCARE MATTEI PROF;1;1
MARILIA;MARILIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - ALTAS HABILIDADES/SUPERDOTAÇÃO – SALA DE RECURSO;45;33753;BICUDO MONSENHOR;1;2
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7663;JORGE MARCOS DE OLIVEIRA DOM;2;12
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;37308;FLORISBELLA DE CAMPOS WERNECK DONA;6;30
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7808;IRACEMA CREM PROFESSORA;5;32
MAUA;RIBEIRAO PIRES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7961;FELICIO LAURITO DOUTOR;3;13
MARILIA;MARILIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DF;8;33765;WALDEMAR MONIZ DA ROCHA BARROS DR;1;1
MARILIA;POMPEIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33625;CULTURA E LIBERDADE;2;3
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;38453;JOAO PAULO II;2;6
MAUA;MAUA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;412983;AFONSO PASCHOTTE PADRE;10;60
MAUA;RIO GRANDE DA SERRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7936;CASSIANO RICARDO;1;1
MAUA;RIO GRANDE DA SERRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7936;CASSIANO RICARDO;3;14
MARILIA;VERA CRUZ;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;33613;CASTRO ALVES;1;1
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7729;MAUA VISCONDE DE;2;7
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923400;MARIA EXPEDITA SILVA PROFESSORA;3;16
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923825;VILA MAGINI II;4;24
MIRACATU;MIRACATU;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;40265;SANTA RITA DE CASSIA;1;1
MIRACATU;MIRACATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;911884;MARIA JOSE MORAIS DE CARVALHO PROFESSORA;1;2
MIRACATU;ITARIRI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;906049;BAIRRO NOVA ITARIRI;2;10
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922559;FAZENDA SAO BENTO;2;7
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7730;ADELAIDE ESCOBAR BUENO PROFESSORA;4;19
MIRACATU;ITARIRI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;34836;ITARIRI;2;2
MIRACATU;JUQUIA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;34939;JOAO ADORNO VASSAO;2;2
MIRACATU;JUQUIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;40289;JOSE ERMIRIO DE MORAES SENADOR;1;1
MIRANTE DO PARANAPANEMA;ROSANA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43631;PORTO PRIMAVERA;2;3
MOGI DAS CRUZES;BIRITIBA-MIRIM;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43977;JOSE CARLOS PRESTES PROFESSOR;3;18
MIRACATU;PEDRO DE TOLEDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;34964;OTAVIANO SOARES ALBUQUERQUE;2;2
MIRANTE DO PARANAPANEMA;ROSANA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32347;JOAO PINHEIRO CORREA;3;12
MAUA;RIBEIRAO PIRES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7626;EMILIO SORTINO COMENDADOR;2;5
MIRACATU;IGUAPE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;34800;VEIGA JUNIOR PROFESSOR;1;2
MOGI DAS CRUZES;BIRITIBA-MIRIM;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6592;ADHEMAR BOLINA PROFESSOR;1;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6579;APRIGIO DE OLIVEIRA;2;6
MAUA;MAUA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923229;JARDIM ORATORIO;4;17
MIRACATU;ITARIRI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;34952;RAPOSO TAVARES;2;5
MIRACATU;IGUAPE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47715;CLODONIL CARDOSO;1;4
MIRACATU;ILHA COMPRIDA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;903723;JUDITH SANT ANA DIEGUES PROFESSORA;2;2
MIRACATU;PEDRO DE TOLEDO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;35270;TRES BARRAS;1;1
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32852;KOSUKE ENDO;3;10
MIRACATU;JUQUIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;34903;ALICE RODRIGUES MOTTA PROFESSORA;2;7
MIRACATU;JUQUIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;34939;JOAO ADORNO VASSAO;1;2
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925810;ASSENTAMENTO SANTA CLARA;1;5
MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;297380;ASSENTAMENTO SANTA ZELIA;2;9
MIRACATU;MIRACATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;34873;ARMANDO GONCALVES PROFESSOR;2;4
MIRACATU;PEDRO DE TOLEDO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;35270;TRES BARRAS;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6579;APRIGIO DE OLIVEIRA;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;6646;PEDRO MALOZZE;2;11
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6671;JOAO CARDOSO DOS SANTOS PROFESSOR;3;9
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;6683;GALDINO PINHEIRO FRANCO;2;2
LESTE 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;37059;HUMBERTO DANTAS;5;19
LESTE 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923916;MARCOS ANTONIO COSTA PROFESSOR;6;35
MIRACATU;MIRACATU;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;911884;MARIA JOSE MORAIS DE CARVALHO PROFESSORA;1;1
MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;32300;BAIRRO SANTA RITA DO PONTAL;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6683;GALDINO PINHEIRO FRANCO;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6701;FRANCISCO DE SOUZA MELLO PROFESSOR;1;2
